image_id,healthy,multiple_diseases,rust,scab
Test_82,0.05166045501828194,0.20245966613292693,0.4911126673221588,0.25476724207401275
Test_83,0.010598398931324481,0.14988791346549987,0.7597965121269226,0.07971721440553665
Test_84,0.2039187043905258,0.0355719193816185,0.015721787326037885,0.7447875738143921
Test_85,0.13334397375583648,0.0966773971915245,0.036145129799842836,0.7338335037231445
Test_86,0.024428413063287736,0.08294652253389359,0.8709547400474549,0.021670362167060375
Test_87,0.24696196466684342,0.15842121839523315,0.20660664439201354,0.3880101442337036
Test_88,0.020367929339408876,0.054232658445835115,0.025641167908906935,0.899758267402649
Test_89,0.28276841193437574,0.2494507133960724,0.05325001031160355,0.4145308583974838
Test_90,0.027761076763272285,0.05732084512710571,0.8984950184822083,0.016423038206994534
Test_91,0.9493129849433899,0.016568991728127,0.019339103996753693,0.01477891393005848
Test_92,0.9529762625694275,0.011860926821827888,0.01678323429077864,0.018379547446966172
Test_93,0.008307852596044541,0.013275600597262382,0.970276165008545,0.008140406012535096
Test_94,0.013838647864758968,0.01458028107881546,0.012427593767642974,0.9591534852981567
Test_95,0.9499397277832031,0.012535181082785129,0.026215204410254954,0.011309866234660149
Test_96,0.021753918565809726,0.029963595047593116,0.01896112859249115,0.9293213605880737
Test_97,0.9593119144439697,0.014794299006462097,0.016244019009172918,0.00964979398995638
Test_98,0.012342213653028011,0.07893505096435546,0.014475799724459648,0.8942469596862793
Test_99,0.23776864409446716,0.12755673229694367,0.07759133279323578,0.5570833206176757
Test_100,0.034090714156627656,0.03663108870387077,0.01585503164678812,0.9134231567382812
Test_101,0.4007697433233261,0.04700549505650997,0.025645198486745357,0.5265795767307282
Test_102,0.04998127967119217,0.03232548534870148,0.021766239404678346,0.8959270119667053
Test_103,0.1106311872601509,0.15268190056085587,0.1151551604270935,0.6215317189693451
Test_104,0.011998126842081546,0.032712215930223464,0.009904585406184196,0.9453850626945496
Test_105,0.03172044195234776,0.024809640273451804,0.021290994808077814,0.9221789121627808
Test_106,0.9098805785179138,0.03627828955650329,0.01903888527303934,0.03480223435908556
Test_107,0.014867218025028706,0.09312685579061508,0.8285653591156006,0.06344055160880088
Test_108,0.0215082086622715,0.18516163229942323,0.06361750140786171,0.7297126412391662
Test_109,0.8805681347846985,0.03468544147908688,0.031375110149383545,0.05337132699787617
Test_110,0.9138115406036377,0.03919000811874866,0.019266914576292038,0.02773153893649578
Test_111,0.6948494434356689,0.04669569581747055,0.027856582403182985,0.23059830963611602
Test_112,0.06910823807120323,0.11627301275730133,0.7804784417152405,0.034140320122241975
Test_113,0.05892137140035629,0.078933497518301,0.18803842812776567,0.6741066634654999
Test_114,0.040159239619970324,0.2188961386680603,0.0806364044547081,0.6603082060813904
Test_115,0.015517394989728928,0.03300817701965571,0.9162411332130432,0.035233311168849465
Test_116,0.05634359940886498,0.07733587622642517,0.8212969779968262,0.04502350762486458
Test_117,0.016307333111763002,0.0210247702896595,0.9497780799865723,0.012889804504811763
Test_118,0.03945771381258965,0.031050807610154153,0.9093453049659729,0.0201461773365736
Test_119,0.9337014794349671,0.02995874471962452,0.018942253664135933,0.01739754918962717
Test_120,0.015071449801325798,0.03633907064795494,0.930933678150177,0.017655770108103753
Test_121,0.06900323256850242,0.11430137306451797,0.6551490366458893,0.16154631674289704
Test_122,0.02542111985385418,0.21575769782066345,0.7109299659729004,0.047891223430633546
Test_123,0.007294174935668707,0.04469768777489662,0.9281360507011414,0.01987206358462572
Test_124,0.041146666184067725,0.052642010524868964,0.018556936644017696,0.8876543879508972
Test_125,0.05187487080693245,0.22042727768421172,0.06433343514800072,0.6633644104003906
Test_126,0.9666777729988099,0.014854852855205537,0.006714407727122307,0.011752974614501
Test_127,0.09647787064313888,0.013653470017015935,0.012619767151772977,0.8772488713264466
Test_128,0.054856859147548676,0.24898869395256043,0.3840810716152191,0.3120733857154846
Test_129,0.025593922659754752,0.29671660661697385,0.6024400353431701,0.07524941563606262
Test_130,0.02827867828309536,0.025738925486803056,0.020580478198826312,0.9254019379615783
Test_131,0.049138018488883974,0.04638471007347107,0.046307587251067164,0.8581696510314941
Test_132,0.9654940009117127,0.011962689738720656,0.013589909113943578,0.008953375136479735
Test_133,0.03887932561337948,0.03657732680439949,0.024779795482754708,0.8997635245323181
Test_134,0.11170357018709183,0.048979710787534714,0.030527948588132858,0.8087887287139892
Test_135,0.010372582264244557,0.06459886953234673,0.8600152134895325,0.06501335427165031
Test_136,0.014963199198246003,0.02463796753436327,0.019521735981106757,0.9408771276474
Test_137,0.022781947255134584,0.05862370058894158,0.8886017560958862,0.029992613568902017
Test_138,0.048699832335114476,0.04967135712504387,0.8768721222877502,0.02475667931139469
Test_139,0.9560107469558716,0.0127993056550622,0.008979800064116717,0.022210130468010902
Test_140,0.09518967568874359,0.0981995329260826,0.770091199874878,0.03651957958936691
Test_141,0.023859041184186934,0.01066248705610633,0.010441594384610653,0.9550368309020996
Test_142,0.021881265193223955,0.07244831249117852,0.020046516321599483,0.8856238842010498
Test_143,0.07542722336947918,0.0636727225035429,0.01568048680201173,0.8452195644378662
Test_144,0.9679495573043824,0.00910154851153493,0.010205241851508617,0.012743681855499744
Test_145,0.03235167004168034,0.045160355418920516,0.017258033715188505,0.905229914188385
Test_146,0.010147506184875966,0.011980045959353447,0.9600769758224488,0.01779546234756708
Test_147,0.060073637217283246,0.22530428171157837,0.6054418802261352,0.10918017774820328
Test_148,0.8070732474327087,0.06703327521681786,0.0468856580555439,0.07900779843330383
Test_149,0.15101053267717363,0.0844527617096901,0.699980640411377,0.0645560272037983
Test_150,0.04237861782312393,0.14897691905498506,0.041666430234909055,0.7669780135154725
Test_151,0.03310639560222626,0.023282482847571374,0.9236938834190369,0.019917231798171998
Test_152,0.189715775847435,0.09173031151294708,0.6742383360862731,0.044315551221370694
Test_153,0.03598835077136755,0.013282858207821846,0.007406298769637942,0.9433224916458129
Test_154,0.16883017271757125,0.09941086918115616,0.6981876730918884,0.033571268618106845
Test_155,0.0143675671890378,0.1285487100481987,0.8335096716880799,0.023574060201644896
Test_156,0.029959661513566972,0.10637300834059715,0.045818484574556353,0.8178488612174988
Test_157,0.6845295667648316,0.04543581195175648,0.20538062006235122,0.06465400606393815
Test_158,0.022907918505370616,0.01567904781550169,0.01675637047737837,0.9446566700935364
Test_159,0.07366658002138138,0.10192109048366546,0.7968943357467652,0.02751799263060093
Test_160,0.9263223171234131,0.020775843411684036,0.03119778409600258,0.02170408479869366
Test_161,0.01898391041904688,0.10152974873781204,0.03043428361415863,0.849052083492279
Test_162,0.02409462779760361,0.017098076455295087,0.9464987397193909,0.012308611162006855
Test_163,0.023440418392419816,0.3502820640802383,0.5446839690208435,0.08159353211522102
Test_164,0.12451457083225251,0.12321336418390275,0.03654119297862053,0.715730893611908
Test_165,0.02777261510491371,0.02281013447791338,0.013785501383244992,0.9356317281723022
Test_166,0.0076742001809179785,0.006647088006138802,0.9779417634010314,0.007736926525831222
Test_167,0.209299898147583,0.07768721729516984,0.6868929147720337,0.02611997425556183
Test_168,0.043017927557229996,0.31134416460990905,0.2569216400384903,0.3887162983417511
Test_169,0.0343626968562603,0.02102607525885105,0.934984827041626,0.009626353718340397
Test_170,0.06185711547732353,0.1472655475139618,0.033098376169800756,0.7577789664268494
Test_171,0.0333782609552145,0.05320108458399773,0.8930711627006531,0.0203495055437088
Test_172,0.021120816841721533,0.04532831721007824,0.9110188603401184,0.02253202088177204
Test_173,0.017923358641564847,0.024064633622765542,0.9445033192634582,0.013508661091327668
Test_174,0.08339354544878005,0.037880489230155946,0.01879858747124672,0.8599273920059204
Test_175,0.9143048048019409,0.04133807979524136,0.017976332828402518,0.02638072893023491
Test_176,0.03760458864271641,0.05445500463247299,0.8745474457740784,0.033392999693751334
Test_177,0.07003953158855439,0.035055705532431605,0.0286811251193285,0.8662236452102661
Test_178,0.03290300443768501,0.023654841259121893,0.02481102608144283,0.9186311483383178
Test_179,0.038213827461004254,0.053321780264377595,0.8740042686462403,0.034460107982158664
Test_180,0.014628257229924202,0.31929767727851865,0.5967756748199463,0.06929839998483658
Test_181,0.025582467019557954,0.013435249030590058,0.01651330105960369,0.9444689869880676
Test_182,0.014404610451310872,0.06201615557074547,0.8956939220428467,0.027885336056351663
Test_183,0.7360775232315063,0.04702322892844677,0.1536712132394314,0.06322803422808647
Test_184,0.49550403356552125,0.07971716597676277,0.049293463304638865,0.37548535466194155
Test_185,0.009616657998412848,0.04791348837316036,0.011296727694571018,0.9311731457710266
Test_186,0.05549831241369248,0.06048224195837974,0.023824789747595786,0.8601946830749512
Test_187,0.00830337479710579,0.015171519294381142,0.9665462374687195,0.009978907555341721
Test_188,0.019732970371842386,0.021454675123095512,0.9428712844848632,0.015941096656024455
Test_189,0.8953295469284057,0.029019932821393014,0.031524837389588355,0.04412568882107735
Test_190,0.10243120566010475,0.21333078145980836,0.614831668138504,0.06940635442733764
Test_191,0.06339499875903129,0.152646267414093,0.6761907458305358,0.10776797905564309
Test_192,0.1766153059899807,0.07012585625052452,0.7026266396045685,0.05063219927251339
Test_193,0.01427691113203764,0.031976239010691646,0.9394554138183594,0.014291364885866641
Test_194,0.03907939791679382,0.11907507628202438,0.8164962530136108,0.025349250808358193
Test_195,0.7880015730857849,0.1273766353726387,0.030294910445809363,0.05432689338922501
Test_196,0.05415783114731312,0.06381055042147636,0.033015000820159915,0.8490166187286377
Test_197,0.09967135787010192,0.21945748329162598,0.47134469747543334,0.2095264434814453
Test_198,0.03652756214141846,0.032778824865818026,0.023425288125872613,0.9072683095932007
Test_199,0.05370542202144861,0.11118098497390747,0.4822091475129128,0.3529044553637505
Test_200,0.04266481995582581,0.04255401939153671,0.9045697212219238,0.010211448464542628
Test_201,0.016280026361346244,0.03553829900920391,0.027709779515862464,0.9204718947410584
Test_202,0.05345818474888801,0.11412221789360047,0.5670058608055115,0.26541377007961275
Test_203,0.03036634251475334,0.1932144433259964,0.7352810144424439,0.0411381758749485
Test_204,0.02621036469936371,0.04093143418431282,0.018125884234905243,0.9147323369979858
Test_205,0.04682256989181042,0.016617511957883836,0.017668292298913,0.9188916444778442
Test_206,0.02138207443058491,0.01225596498697996,0.009175906050950288,0.9571860671043396
Test_207,0.01845528744161129,0.05679069757461548,0.8627297759056092,0.062024257704615594
Test_208,0.02696804441511631,0.05224528238177299,0.019007887691259384,0.9017787575721741
Test_209,0.05637793317437172,0.2370636999607086,0.642501962184906,0.06405641064047814
Test_210,0.028667496889829634,0.049481680244207384,0.03383447527885437,0.8880163550376892
Test_211,0.04428311064839363,0.4283641576766968,0.2824291616678238,0.2449235737323761
Test_212,0.015058506652712822,0.011698615550994874,0.9612802743911744,0.011962619610130787
Test_213,0.024489117413759233,0.43920556306838987,0.19171831756830215,0.3445869892835617
Test_214,0.12647813111543654,0.08155514299869537,0.7656739592552185,0.02629275843501091
Test_215,0.18232256770133973,0.3266772210597992,0.03699355013668537,0.45400667786598203
Test_216,0.9597277045249939,0.01633467748761177,0.009082895703613758,0.014854772202670573
Test_217,0.016632869094610214,0.03619706109166145,0.018171379715204238,0.9289986968040467
Test_218,0.9472895622253418,0.01826437935233116,0.0074426732957363125,0.02700335830450058
Test_219,0.04988137744367123,0.01841164883226156,0.9205753684043885,0.011131621338427067
Test_220,0.01313637439161539,0.029774871841073035,0.019709425047039986,0.9373793482780457
Test_221,0.4392063617706299,0.27536708414554595,0.054387879371643064,0.2310386687517166
Test_222,0.006224793940782547,0.04465787969529629,0.930255115032196,0.01886217575520277
Test_223,0.05368850976228714,0.055483400076627734,0.8682880640029907,0.02253999337553978
Test_224,0.33658353984355927,0.2081066280603409,0.281834214925766,0.17347559481859207
Test_225,0.860884165763855,0.05535663813352585,0.05096579939126968,0.03279339708387852
Test_226,0.030395846255123614,0.1509867399930954,0.7349795937538147,0.0836378313601017
Test_227,0.015390283800661564,0.015402564220130444,0.010127181466668845,0.9590799927711486
Test_228,0.027226066589355467,0.01896301321685314,0.9453337907791137,0.008477121870964766
Test_229,0.012125796265900135,0.01849776729941368,0.9462475061416626,0.023128942400217057
Test_230,0.019858675077557564,0.03555658757686615,0.019512442126870155,0.9250723004341126
Test_231,0.04662282019853592,0.024945756793022154,0.03177226670086384,0.8966591477394104
Test_232,0.9575710773468018,0.01155349500477314,0.020590036548674105,0.010285387933254241
Test_233,0.948557460308075,0.016013479232788085,0.014585252478718757,0.02084381729364395
Test_234,0.02897523120045662,0.02272861171513796,0.01963692232966423,0.9286592364311218
Test_235,0.021042611077427865,0.03328437097370625,0.013216661475598811,0.9324563503265381
Test_236,0.07728319317102432,0.19454832673072814,0.663487184047699,0.06468131467700004
Test_237,0.017718302085995674,0.14344861656427382,0.07355420067906379,0.7652788639068604
Test_238,0.030988699942827224,0.05711798146367073,0.8847132444381713,0.02718004137277603
Test_239,0.017123633809387685,0.03318847231566906,0.9326568126678467,0.017031060717999934
Test_240,0.019460567459464072,0.053337515145540235,0.9129294157028198,0.014272500574588776
Test_241,0.03953255973756313,0.27242090106010436,0.3618417263031006,0.32620479762554166
Test_242,0.030949283763766287,0.03126128353178501,0.009484569914638996,0.9283048391342164
Test_243,0.9814590334892273,0.00802126359194517,0.007348700426518917,0.0031709609553217887
Test_244,0.005697078257799149,0.05972827561199665,0.07928348332643509,0.8552911639213562
Test_245,0.07068244889378547,0.15525328516960143,0.7419073462486268,0.03215688392519951
Test_246,0.021072569489479064,0.021148743107914925,0.011031163856387138,0.9467475295066834
Test_247,0.05449985936284065,0.07578404396772384,0.056148044764995575,0.8135680675506591
Test_248,0.07260419949889182,0.1946460336446762,0.049289213865995406,0.6834605455398559
Test_249,0.01008991077542305,0.1901175245642662,0.6829276502132415,0.11686489582061768
Test_250,0.8110150218009948,0.09076276421546936,0.08152926415205002,0.016692927666008474
Test_251,0.9428110837936401,0.02207385450601578,0.021020092815160752,0.01409498006105423
Test_252,0.21478630900382994,0.27455892562866213,0.4341704845428467,0.07648424506187439
Test_253,0.020282362960278986,0.026972243934869765,0.015665415115654467,0.9370799541473389
Test_254,0.045981301367282866,0.041765738278627396,0.01249917857348919,0.8997537970542908
Test_255,0.05650372952222824,0.04726834706962109,0.012042622920125723,0.8841853022575379
Test_256,0.016613218188285827,0.021640271693468095,0.017060240171849726,0.9446862459182739
Test_257,0.0383757971227169,0.06121918857097626,0.866203224658966,0.034201808646321295
Test_258,0.15171458572149277,0.34213910102844236,0.3895617663860321,0.11658453196287155
Test_259,0.19769614785909653,0.27746787667274475,0.25193759351968764,0.2728983938694
Test_260,0.06723138466477394,0.017648512683808803,0.01773932334035635,0.897380781173706
Test_261,0.005249420180916786,0.007571600843220949,0.9693538427352906,0.017825139686465263
Test_262,0.008682754822075367,0.08799555152654648,0.026003857888281346,0.8773178696632385
Test_263,0.7819668531417847,0.05893571674823761,0.027194564044475556,0.131902876496315
Test_264,0.8858143091201782,0.017338538821786643,0.0838037010282278,0.01304346602410078
Test_265,0.020964791998267174,0.017555808834731578,0.9548008680343628,0.006678555114194751
Test_266,0.052341365814208986,0.025557560846209526,0.025406957045197485,0.8966941356658935
Test_267,0.9274976253509521,0.023467594757676125,0.01972024142742157,0.029314538836479186
Test_268,0.026353589072823525,0.2149645507335663,0.6222078084945679,0.13647404611110686
Test_269,0.9099545240402221,0.029184690862894058,0.032259707897901536,0.028601118922233583
Test_270,0.024381110444664955,0.03410596325993538,0.019541613571345807,0.9219713091850281
Test_271,0.0426830843091011,0.051204873621463774,0.02226155586540699,0.8838505029678345
Test_272,0.017120901867747305,0.19294801950454712,0.6921292543411255,0.09780183881521225
Test_273,0.8846123814582825,0.040573928877711295,0.03578921929001808,0.03902447074651718
Test_274,0.051543266698718074,0.06641469895839691,0.8499300003051757,0.03211207240819931
Test_275,0.09144192785024643,0.3487707495689392,0.3966192603111267,0.1631680339574814
Test_276,0.012931136973202228,0.10999017655849457,0.02965608574450016,0.8474226117134094
Test_277,0.031944836303591725,0.2527842715382576,0.08262664377689362,0.632644248008728
Test_278,0.033676517009735105,0.021089001558721066,0.012624923326075076,0.9326095581054688
Test_279,0.008578593377023935,0.005477622710168361,0.9786310076713562,0.007312760129570961
Test_280,0.016825268790125848,0.012131366319954396,0.010635653883218766,0.9604077339172363
Test_281,0.01170737724751234,0.01792078707367182,0.012090743612498045,0.9582810878753663
Test_282,0.01985618844628334,0.4034781515598297,0.0587521456182003,0.5179134905338287
Test_283,0.026945821568369867,0.19084182381629944,0.6933735251426697,0.08883883059024811
Test_284,0.06725701689720154,0.1348420649766922,0.7627072215080262,0.035193682461977
Test_285,0.021017934381961822,0.03210014924407005,0.0236391581594944,0.923242735862732
Test_286,0.010301234759390354,0.008736321236938238,0.00898071527481079,0.9719817161560058
Test_287,0.04335552342236042,0.19144930839538574,0.6575546145439148,0.10764055997133255
Test_288,0.0170878192409873,0.06449903696775436,0.02529919184744358,0.8931139349937439
Test_289,0.044861076027154924,0.026668680459260942,0.021547869220376013,0.9069223880767823
Test_290,0.02131933532655239,0.0948346771299839,0.8680326461791992,0.015813339687883853
Test_291,0.011232191417366266,0.06741277351975442,0.8880109190940857,0.033344128355383876
Test_292,0.9098525047302246,0.015173059329390526,0.040215077251195906,0.03475940562784672
Test_293,0.014856942929327488,0.012040524929761886,0.9625978112220764,0.010504687391221523
Test_294,0.048583751916885375,0.16494964808225632,0.7318591117858887,0.05460752584040165
Test_295,0.13737056106328965,0.44710939526557925,0.26812959015369414,0.14739044457674028
Test_296,0.11694760173559189,0.15476540625095367,0.2190262645483017,0.5092606902122497
Test_297,0.009668948221951723,0.005709880590438842,0.009077683836221696,0.975543487071991
Test_298,0.05539197474718094,0.4183515071868896,0.36791559457778933,0.15834095031023027
Test_299,0.006999768456444145,0.11058039218187332,0.12471693307161331,0.7577028751373291
Test_300,0.1305941440165043,0.09285437613725663,0.0575265996158123,0.7190248966217041
Test_301,0.9045879244804382,0.02738991193473339,0.04409906789660454,0.02392309494316578
Test_302,0.015349015407264233,0.03222231455147266,0.02078249827027321,0.931646180152893
Test_303,0.9004918336868286,0.027532254904508592,0.023266218602657318,0.04870968200266361
Test_304,0.8798850178718567,0.06888326182961464,0.030663993023335934,0.02056770958006382
Test_305,0.890254557132721,0.03429769985377788,0.02954072579741478,0.04590704068541527
Test_306,0.017709095776081086,0.10169180035591126,0.025819679722189903,0.8547794222831726
Test_307,0.9353931307792663,0.014308235049247742,0.03905801437795162,0.011240577045828103
Test_308,0.02131751775741577,0.16565932482481002,0.0656158622354269,0.7474072933197021
Test_309,0.09036959558725358,0.16021798253059388,0.703129231929779,0.04628319516777992
Test_310,0.03690951317548752,0.3006086558103561,0.5329351603984833,0.12954664826393128
Test_311,0.010503359977155924,0.2914516270160675,0.5224633932113647,0.17558163553476333
Test_312,0.021918192319571973,0.024070096760988237,0.01932905726134777,0.9346826314926148
Test_313,0.04315176084637642,0.05551668182015419,0.0412178710103035,0.8601136684417725
Test_314,0.012825109623372554,0.022594627924263477,0.014189119078218937,0.9503911733627319
Test_315,0.38101081252098085,0.02336375154554844,0.06127436235547066,0.5343510985374451
Test_316,0.02648072112351656,0.03355192169547081,0.9227623462677002,0.017205044440925122
Test_317,0.01569621842354536,0.009864331223070621,0.9619242072105407,0.012515205703675748
Test_318,0.0792513720691204,0.093809774518013,0.03019406981766224,0.7967447638511658
Test_319,0.021154991537332534,0.019230808690190317,0.9453518152236938,0.014262396842241287
Test_320,0.018221895210444927,0.018333255499601363,0.9510898947715759,0.012354970164597034
Test_321,0.6782151818275451,0.15632764995098114,0.04630746319890022,0.1191497266292572
Test_322,0.7267368316650391,0.09493426568806171,0.11527894139289856,0.06304992884397506
Test_323,0.4200290501117706,0.0680655598640442,0.49233331680297854,0.019572130218148232
Test_324,0.032744862511754035,0.04078634008765221,0.9069559931755066,0.019512784108519553
Test_325,0.03944180272519589,0.015879419445991517,0.010383008047938347,0.9342957735061646
Test_326,0.0063632061704993245,0.008175088185817003,0.9799597144126893,0.005502004269510507
Test_327,0.024366039782762527,0.02575111240148544,0.009397343546152116,0.9404854893684387
Test_328,0.047875921428203586,0.02738952562212944,0.9076915264129639,0.017043047398328782
Test_329,0.03160475566983223,0.04004577696323395,0.9114652276039124,0.016884228959679604
Test_330,0.03542131558060646,0.08131534233689308,0.8525264859199524,0.030736859887838364
Test_331,0.1287405326962471,0.2057369112968445,0.08445190042257308,0.5810706377029419
Test_332,0.7502824068069458,0.10123868808150291,0.08178720101714135,0.0666917197406292
Test_333,0.060120967030525205,0.43749622702598573,0.4148718059062958,0.08751102685928344
Test_334,0.037084880471229556,0.06512120068073272,0.8611465215682983,0.03664740808308124
Test_335,0.9389955401420593,0.025670978426933288,0.015132423117756843,0.020201068557798862
Test_336,0.06260999515652657,0.06266801804304123,0.8510860681533814,0.02363588511943817
Test_337,0.9333232998847961,0.026045230962336064,0.012030482664704323,0.02860095202922821
Test_338,0.8838684797286988,0.039147806167602536,0.05638577230274677,0.020597933139652014
Test_339,0.011160928755998611,0.06084091439843178,0.911418616771698,0.016579525731503963
Test_340,0.12032780349254608,0.0513280026614666,0.7899835705757141,0.03836064226925373
